Client: Deltek
"Program: Q2 All Combined (ID: 136996)"

"Date","Account Name","Account Domain","Job Title","Country","Asset Name","Account Reached by Display(Y / N)","Account Reached by Audio(Y / N)","Account Reached by CTV(Y / N)","Refunded","Top MLI Topic (Average Over Last 7 Weeks)","# Trending MLI Topics (Over Last 7 weeks)","MLI Topic 1","MLI Topic 2","MLI Topic 3","MLI Topic 4","MLI Topic 5","MLI Topic 6","MLI Topic 7","MLI Topic 8","MLI Topic 9","MLI Topic 10","MLI Topic 11","MLI Topic 12","MLI Topic 13","MLI Topic 14","MLI Topic 15","MLI Topic 16","MLI Topic 17","MLI Topic 18","MLI Topic 19","MLI Topic 20","MLI Topic 21","MLI Topic 22","MLI Topic 23","MLI Topic 24","MLI Topic 25","MLI Topic 26","MLI Topic 27","MLI Topic 28","MLI Topic 29","MLI Topic 30","MLI Topic 31","MLI Topic 32","MLI Topic 33","MLI Topic 34","MLI Topic 35","MLI Topic 36","MLI Topic 37","MLI Topic 38"
"2026-06-08","Simbec-Orion","simbecorion.com","Director of Project Management","United Kingdom (Great Britain)","The KPI Framework That's Transforming Consulting Firms","Y","N","N","No","",0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2026-06-08","Stride Treglown","stridetreglown.com","Director, Finance","United Kingdom (Great Britain)","The 2026 Guide to KPIs for Architecture & Engineering Firms","Y","N","N","No","",0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2026-06-08","The Biodiversity Consultancy Ltd","thebiodiversityconsultancy.com","Director, Finance","United Kingdom (Great Britain)","The KPI Framework That's Transforming Consulting Firms","Y","N","N","No","",0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2026-06-08","Xeinadin","xeinadin.com","Managing Partner","United Kingdom (Great Britain)","Is Your Consulting Firm Set Up to Win?","Y","N","N","No","saas operations management",2,"","","","","","","","","","","","","","","","","","","","saas operations management","","","","","","","","","technology design & architecture","","","","","","","","",""
"2026-06-09","A-Lab","a-lab.no","COO","Norway","Financial Management Tips for Growing Architecture & Engineering Firms","Y","N","N","No","",0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2026-06-09","Nexer Group","nexergroup.com","Chief Financial Officer (CFO)","Sweden","Adopting Emerging Tech: How to Streamline Project Management and Boost Productivity with Generative AI","Y","N","N","No","",0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2026-06-09","Yellon","yellon.se","Chief Financial Officer (CFO)","Sweden","Financial Management Tips for Growing Architecture & Engineering Firms","Y","N","N","No","",0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2026-06-11","Max Fordham Llp","maxfordham.com","Director, Finance","United Kingdom (Great Britain)","The Clarity Report for Architecture and Engineering Firms","Y","N","N","Yes","",0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2026-06-11","Max Fordham Llp","maxfordham.com","Managing Partner","United Kingdom (Great Britain)","Financial Management Tips for Growing Architecture & Engineering Firms","Y","N","N","Yes","",0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2026-06-15","Armstrong Watson","armstrongwatson.co.uk","Director, FP&A (Financial Planning & Analysis)","United Kingdom (Great Britain)","The 10 Moves Consulting Leaders Say Will Define 2026","Y","N","N","No","",0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2026-06-15","Atea Asa","atea.com","Chief Financial Officer (CFO)","Norway","The 10 Moves Consulting Leaders Say Will Define 2026","Y","N","N","No","",0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2026-06-15","Bdo Finland","bdo.fi","Senior Director, Accounting","Finland","The KPI Framework That's Transforming Consulting Firms","Y","N","N","No","",0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2026-06-15","Bishop Fleming Chartered Accountants","bishopfleming.co.uk","Managing Partner","United Kingdom (Great Britain)","Adopting Emerging Tech: How to Streamline Project Management and Boost Productivity with Generative AI","Y","N","N","No","",0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2026-06-15","Bravida Sverige","bravida.se","Director, Finance","Sweden","The Clarity Report for Architecture and Engineering Firms","Y","N","N","No","",0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2026-06-15","Capco","capco.com","Senior Partner","United Kingdom (Great Britain)","Is Your Consulting Firm Set Up to Win?","Y","N","N","No","performance management",9,"","","","project management","","","","","","","performance management","","project collaboration","","","","enterprise cloud","","","saas operations management","project management software","","","","","","","","technology design & architecture","resource tracking","","","","","","","","financial management services"
"2026-06-15","Control Risks","controlrisks.com","Managing Partner","United Kingdom (Great Britain)","The 10 Moves Consulting Leaders Say Will Define 2026","Y","N","N","No","saas operations management",5,"","","","","","on-premise applications","","","","","","","project collaboration","","","","","","","saas operations management","","","erp transformation","","","","","","","resource tracking","","","","","","","",""
"2026-06-15","Elomatic","elomatic.com","Director of Project Management","Finland","Adopt a Structured Approach to Resource Planning","Y","N","N","Yes","",0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2026-06-15","Ams Group","groupams.co.uk","Director, Finance","United Kingdom (Great Britain)","Is Your Consulting Firm Set Up to Win?","Y","N","N","No","",0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2026-06-15","H+ A/S","hplus.dk","COO","Denmark","The Clarity Report for Architecture and Engineering Firms","Y","N","N","No","",0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2026-06-15","Huntswood","huntswood.com","Director, Finance","United Kingdom (Great Britain)","Is Your Consulting Firm Set Up to Win?","Y","N","N","No","",0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2026-06-15","Stace","stace.co.uk","Director of Project Management","United Kingdom (Great Britain)","The Clarity Report for Architecture and Engineering Firms","Y","N","N","No","",0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2026-06-15","Stace","stace.co.uk","Director of Project Management","United Kingdom (Great Britain)","Financial Management Tips for Growing Architecture & Engineering Firms","Y","N","N","No","",0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2026-06-15","Sutcliffe","sutcliffe.co.uk","Director, Finance","United Kingdom (Great Britain)","Adopt a Structured Approach to Resource Planning","Y","N","N","No","",0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2026-06-15","Xeinadin","xeinadin.com","Managing Partner","United Kingdom (Great Britain)","Adopting Emerging Tech: How to Streamline Project Management and Boost Productivity with Generative AI","Y","N","N","No","saas operations management",2,"","","","","","","","","","","","","","","","","","","","saas operations management","","","","","","","","","technology design & architecture","","","","","","","","",""
"2026-06-15","Xeinadin","xeinadin.com","Managing Partner","United Kingdom (Great Britain)","The KPI Framework That's Transforming Consulting Firms","Y","N","N","No","saas operations management",2,"","","","","","","","","","","","","","","","","","","","saas operations management","","","","","","","","","technology design & architecture","","","","","","","","",""
"2026-06-16","Tiera Oy","tiera.fi","Director, Finance","Finland","The KPI Framework That's Transforming Consulting Firms","Y","N","N","No","",0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2026-06-22","Cds Uk","cds.co.uk","Head of Operations","United Kingdom (Great Britain)","The KPI Framework That's Transforming Consulting Firms","Y","N","N","No","",0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2026-06-22","Gleeds","gleeds.com","Director, Finance","United Kingdom (Great Britain)","The Clarity Report for Architecture and Engineering Firms","Y","N","N","No","",0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2026-06-22","H&Mv Engineering","hmvengineering.com","Director of Project Management","Ireland","Discover how AI is Powering the Project Lifecycle for Architecture & Engineering Firms","Y","N","N","No","",0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2026-06-22","Kendall Kingscott Ltd","kendallkingscott.co.uk","Director of Project Management","United Kingdom (Great Britain)","The Clarity Report for Architecture and Engineering Firms","Y","N","N","No","",0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2026-06-22","Ninety One","ninetyone.com","Head of Operations","United Kingdom (Great Britain)","The 10 Moves Consulting Leaders Say Will Define 2026","Y","N","N","No","enterprise cloud",6,"","","","","","on-premise applications","","","","","","","","","","","enterprise cloud","","","","","","erp transformation","","","","","","technology design & architecture","","","","","","financial management","","","financial management services"
"2026-06-22","Qvantel","qvantel.com","Chief Financial Officer (CFO)","Finland","Is Your Consulting Firm Set Up to Win?","Y","N","N","No","",0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2026-06-22","Rise Research Institutes Of Sweden","ri.se","Chief Financial Officer (CFO)","Sweden","The KPI Framework That's Transforming Consulting Firms","Y","N","N","No","adaptive project management and reporting",1,"","","","","","","","","","","","","","","","","","","adaptive project management and reporting","","","","","","","","","","","","","","","","","","",""
"2026-06-22","Tietoakseli Group","tietoakseli.fi","Chief Financial Officer (CFO)","Finland","The KPI Framework That's Transforming Consulting Firms","Y","N","N","No","",0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2026-06-23","Briab","briab.se","Chief Financial Officer (CFO)","Sweden","Financial Management Tips for Growing Architecture & Engineering Firms","Y","N","N","No","",0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2026-06-23","Capco","capco.com","Chief Financial Officer (CFO)","United Kingdom (Great Britain)","The KPI Framework That's Transforming Consulting Firms","Y","N","N","No","performance management",9,"","","","project management","","","","","","","performance management","","project collaboration","","","","enterprise cloud","","","saas operations management","project management software","","","","","","","","technology design & architecture","resource tracking","","","","","","","","financial management services"
"2026-06-23","Cranfield University","cranfield.ac.uk","Director, Finance Operations","United Kingdom (Great Britain)","The KPI Framework That's Transforming Consulting Firms","Y","N","N","No","performance engineering",10,"","","","","","","resource allocation","","","","","performance engineering","","saas management platform (smp)","","","enterprise cloud","","adaptive project management and reporting","","","","","erp vendors","engineering procurement and construction (epc)","","","","technology design & architecture","","","","","","financial management","","","financial management services"
"2026-06-23","Goodtech","goodtech.no","Director, Revenue Accounting","Norway","Financial Management Tips for Growing Architecture & Engineering Firms","Y","N","N","No","",0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2026-06-23","Hille Melbye Arkitekter","hmark.no","Chief Financial Officer (CFO)","Norway","Financial Management Tips for Growing Architecture & Engineering Firms","Y","N","N","No","",0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2026-06-23","Incubeta","incubeta.com","Chief Financial Officer (CFO)","United Kingdom (Great Britain)","The KPI Framework That's Transforming Consulting Firms","Y","N","N","No","",0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2026-06-23","Tori Global","toriglobal.com","Chief Financial Officer (CFO)","United Kingdom (Great Britain)","The KPI Framework That's Transforming Consulting Firms","Y","N","N","No","",0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2026-06-25","Arcadis","arcadis.com","Director of Project Management","United Kingdom (Great Britain)","Adopt a Structured Approach to Resource Planning","Y","N","N","No","enterprise cloud",15,"project planning","","project finance","","","on-premise applications","","","software as a service (saas)","","performance management","performance engineering","project collaboration","","","","enterprise cloud","","adaptive project management and reporting","saas operations management","project management software","","","","engineering procurement and construction (epc)","","","","technology design & architecture","resource tracking","cloud architect","","","","","","",""
"2026-06-25","Arcadis","arcadis.com","Director of Project Management","United Kingdom (Great Britain)","Financial Management Tips for Growing Architecture & Engineering Firms","Y","N","N","No","enterprise cloud",15,"project planning","","project finance","","","on-premise applications","","","software as a service (saas)","","performance management","performance engineering","project collaboration","","","","enterprise cloud","","adaptive project management and reporting","saas operations management","project management software","","","","engineering procurement and construction (epc)","","","","technology design & architecture","resource tracking","cloud architect","","","","","","",""
"2026-06-25","Caverion","caverion.com","Chief Financial Officer (CFO)","Norway","Adopt a Structured Approach to Resource Planning","Y","N","N","No","enterprise cloud",1,"","","","","","","","","","","","","","","","","enterprise cloud","","","","","","","","","","","","","","","","","","","","",""
"2026-06-25","Clinton Mätkonsult","clinton.se","Chief Financial Officer (CFO)","Sweden","Adopt a Structured Approach to Resource Planning","Y","N","N","No","",0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2026-06-25","Cs Consulting Group Civil & Structural Engineers","csconsulting.ie","Director of Operations","Ireland","Discover how AI is Powering the Project Lifecycle for Architecture & Engineering Firms","Y","N","N","No","",0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2026-06-25","Kendall Kingscott Ltd","kendallkingscott.co.uk","Director of Project Management","United Kingdom (Great Britain)","Discover how AI is Powering the Project Lifecycle for Architecture & Engineering Firms","Y","N","N","No","",0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2026-06-25","Kendall Kingscott Ltd","kendallkingscott.co.uk","Director of Project Management","United Kingdom (Great Britain)","Adopt a Structured Approach to Resource Planning","Y","N","N","No","",0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2026-06-25","Silver - Development And Construction Consultancy","silverdcc.com","Director of Project Management","United Kingdom (Great Britain)","The 2026 Guide to KPIs for Architecture & Engineering Firms","Y","N","N","No","",0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2026-06-25","Symology","symology.co.uk","Director of Operations","United Kingdom (Great Britain)","Financial Management Tips for Growing Architecture & Engineering Firms","Y","N","N","No","",0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2026-06-25","Spencer Group","thespencergroup.co.uk","Director of Project Management","United Kingdom (Great Britain)","The Clarity Report for Architecture and Engineering Firms","Y","N","N","No","",0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2026-06-25","Three60 Energy","three60energy.com","Director of Operations","United Kingdom (Great Britain)","Discover how AI is Powering the Project Lifecycle for Architecture & Engineering Firms","Y","N","N","No","",0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2026-06-25","Warner Surveys","warnersurveys.com","Director, Finance","United Kingdom (Great Britain)","Adopt a Structured Approach to Resource Planning","Y","N","N","No","",0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2026-06-26","Jennings O'donovan & Partners","jodireland.com","Chief Financial Officer (CFO)","Ireland","Adopt a Structured Approach to Resource Planning","Y","N","N","No","",0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2026-06-29","Fiserv","fiserv.com","Director, Finance","United Kingdom (Great Britain)","Is Your Consulting Firm Set Up to Win?","Y","N","N","No","cloud architect",21,"","enterprise resource planning (erp)","","","","on-premise applications","resource allocation","enterprise architecture","software as a service (saas)","","performance management","performance engineering","","","","erp implementation","","project delivery method","adaptive project management and reporting","saas operations management","project management software","","","erp vendors","","","performance measurement","construction erp","technology design & architecture","resource tracking","cloud architect","lean project management","","","financial management","","","financial management services"
